Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
ALT-200028,X,Liverpool,Normal,Male,Beverages,14.13,2,1.41,29.67,30/09/2025,20:49:00,Mobile Wallet,28.26,0.13,3.67,6.9
ALT-200029,Z,Birmingham,Member,Female,Baby Products,26.37,1,1.32,27.69,24/11/2025,14:07:13,Credit Card,26.37,0.18,4.75,4.0
ALT-200030,Y,Sheffield,Member,Male,Household,15.98,6,4.79,100.67,19/11/2025,15:13:30,Cash,95.88,0.19,18.22,6.1
ALT-200031,Z,Birmingham,Member,Female,Fresh Produce,4.73,8,1.89,39.73,06/10/2025,12:55:57,Mobile Wallet,37.84,0.08,3.03,6.6
ALT-200032,Y,Sheffield,Normal,Female,Beverages,12.28,5,3.07,64.47,20/03/2025,17:14:47,Debit Card,61.4,0.13,7.98,7.3
ALT-200033,Z,Birmingham,Member,Male,Health & Wellness,18.44,2,1.84,38.72,13/07/2025,12:37:19,Cash,36.88,0.24,8.85,4.6
ALT-200034,Y,Sheffield,Normal,Female,Frozen Foods,6.84,1,0.34,7.18,06/01/2025,15:56:00,Credit Card,6.84,0.1,0.68,4.9
ALT-200035,X,Liverpool,Normal,Male,Health & Wellness,34.8,1,1.74,36.54,09/04/2025,18:39:25,Cash,34.8,0.24,8.35,7.0
ALT-200036,X,Liverpool,Normal,Male,Bakery,8.96,7,3.14,65.86,30/06/2025,14:03:37,Mobile Wallet,62.72,0.11,6.9,7.3
ALT-200037,Z,Birmingham,Member,Male,Beverages,10.39,1,0.52,10.91,11/08/2025,18:51:49,Credit Card,10.39,0.13,1.35,6.5
ALT-200038,Z,Birmingham,Normal,Male,Health & Wellness,3.86,1,0.19,4.05,01/01/2025,19:50:07,Credit Card,3.86,0.24,0.93,8.6
ALT-200039,X,Liverpool,Member,Female,Personal Care,23.92,1,1.2,25.12,19/09/2025,08:02:55,Debit Card,23.92,0.21,5.02,8.3
ALT-200040,Y,Sheffield,Member,Female,Personal Care,2.29,4,0.46,9.62,12/02/2025,12:38:15,Mobile Wallet,9.16,0.21,1.92,5.1
ALT-200041,Y,Sheffield,Normal,Female,Beverages,6.85,1,0.34,7.19,02/10/2025,15:08:00,Debit Card,6.85,0.13,0.89,5.2
ALT-200042,Y,Sheffield,Normal,Female,Frozen Foods,7.01,3,1.05,22.08,07/10/2025,14:19:52,Debit Card,21.03,0.1,2.1,7.8
ALT-200043,Z,Birmingham,Member,Male,Personal Care,10.61,3,1.59,33.42,15/01/2025,18:42:42,Mobile Wallet,31.83,0.21,6.68,5.4
ALT-200044,Y,Sheffield,Normal,Male,Beverages,11.95,7,4.18,87.83,30/08/2025,17:42:26,Debit Card,83.65,0.13,10.87,8.6
ALT-200045,X,Liverpool,Member,Male,Frozen Foods,13.88,5,3.47,72.87,01/08/2025,10:14:20,Debit Card,69.4,0.1,6.94,8.1
ALT-200046,Y,Sheffield,Normal,Female,Snacks,3.94,7,1.38,28.96,24/11/2025,16:46:30,Mobile Wallet,27.58,0.17,4.69,7.5
ALT-200047,Z,Birmingham,Member,Female,Frozen Foods,9.37,9,4.22,88.55,03/08/2025,11:11:27,Debit Card,84.33,0.1,8.43,7.6
ALT-200048,X,Liverpool,Normal,Female,Bakery,8.1,6,2.43,51.03,10/07/2025,15:32:29,Credit Card,48.6,0.11,5.35,6.3
ALT-200049,Z,Birmingham,Normal,Female,Fresh Produce,4.78,8,1.91,40.15,10/02/2025,10:05:45,Debit Card,38.24,0.08,3.06,5.8
ALT-200050,Z,Birmingham,Member,Female,Household,13.59,3,2.04,42.81,23/09/2025,13:39:27,Mobile Wallet,40.77,0.19,7.75,4.0
ALT-200051,Y,Sheffield,Member,Male,Beverages,5.9,4,1.18,24.78,16/03/2025,18:41:23,Mobile Wallet,23.6,0.13,3.07,6.0
ALT-200052,Z,Birmingham,Member,Male,Frozen Foods,18.33,3,2.75,57.74,19/07/2025,15:51:25,Credit Card,54.99,0.1,5.5,7.3
ALT-200053,Y,Sheffield,Normal,Female,Beverages,13.42,4,2.68,56.36,01/10/2025,14:21:39,Debit Card,53.68,0.13,6.98,5.6
ALT-200054,Y,Sheffield,Member,Female,Dairy & Eggs,6.55,1,0.33,6.88,19/11/2025,09:41:19,Debit Card,6.55,0.07,0.46,8.1
ALT-200055,X,Liverpool,Normal,Male,Health & Wellness,17.33,9,7.8,163.77,10/08/2025,08:43:37,Credit Card,155.97,0.24,37.43,6.4
ALT-200056,X,Liverpool,Normal,Female,Snacks,1.43,3,0.21,4.5,21/08/2025,19:07:04,Mobile Wallet,4.29,0.17,0.73,8.9
ALT-200057,Z,Birmingham,Member,Female,Frozen Foods,13.56,2,1.36,28.48,28/06/2025,14:21:44,Mobile Wallet,27.12,0.1,2.71,6.8
ALT-200058,Y,Sheffield,Normal,Male,Fresh Produce,9.27,6,2.78,58.4,05/06/2025,18:58:55,Credit Card,55.62,0.08,4.45,6.6
ALT-200059,Y,Sheffield,Member,Female,Baby Products,27.66,6,8.3,174.26,23/03/2025,20:28:24,Mobile Wallet,165.96,0.18,29.87,6.0
ALT-200060,Z,Birmingham,Member,Male,Bakery,3.44,1,0.17,3.61,22/09/2025,17:15:37,Debit Card,3.44,0.11,0.38,6.6
ALT-200061,Z,Birmingham,Member,Female,Personal Care,9.28,6,2.78,58.46,25/06/2025,10:34:01,Debit Card,55.68,0.21,11.69,6.7
ALT-200062,Z,Birmingham,Member,Female,Dairy & Eggs,7.97,9,3.59,75.32,07/10/2025,14:57:22,Mobile Wallet,71.73,0.07,5.02,7.9
ALT-200063,Z,Birmingham,Normal,Male,Beverages,7.0,3,1.05,22.05,26/04/2025,15:14:48,Mobile Wallet,21.0,0.13,2.73,7.3
ALT-200064,Z,Birmingham,Normal,Male,Baby Products,42.34,9,19.05,400.11,17/02/2025,17:47:40,Debit Card,381.06,0.18,68.59,7.3
ALT-200065,Y,Sheffield,Member,Female,Health & Wellness,36.61,1,1.83,38.44,15/04/2025,13:24:33,Credit Card,36.61,0.24,8.79,5.8
ALT-200066,Y,Sheffield,Member,Male,Personal Care,14.87,1,0.74,15.61,23/07/2025,16:18:11,Mobile Wallet,14.87,0.21,3.12,6.0
ALT-200067,X,Liverpool,Member,Female,Baby Products,32.4,6,9.72,204.12,11/04/2025,15:49:15,Credit Card,194.4,0.18,34.99,8.4
ALT-200068,Z,Birmingham,Normal,Female,Fresh Produce,10.36,4,2.07,43.51,09/01/2025,12:53:49,Mobile Wallet,41.44,0.08,3.32,6.7
ALT-200069,X,Liverpool,Member,Male,Beverages,11.03,1,0.55,11.58,17/10/2025,11:32:31,Mobile Wallet,11.03,0.13,1.43,5.8
ALT-200070,X,Liverpool,Member,Female,Personal Care,8.41,10,4.21,88.31,04/11/2025,14:29:25,Mobile Wallet,84.1,0.21,17.66,7.2
ALT-200071,Y,Sheffield,Member,Female,Snacks,2.1,5,0.53,11.03,24/06/2025,19:20:17,Mobile Wallet,10.5,0.17,1.79,6.7
ALT-200072,Z,Birmingham,Member,Female,Personal Care,25.12,6,7.54,158.26,01/10/2025,19:51:54,Mobile Wallet,150.72,0.21,31.65,7.8
ALT-200073,X,Liverpool,Normal,Male,Baby Products,32.03,7,11.21,235.42,10/09/2025,15:12:19,Cash,224.21,0.18,40.36,7.1
ALT-200074,Z,Birmingham,Member,Male,Dairy & Eggs,7.25,8,2.9,60.9,15/01/2025,16:29:42,Debit Card,58.0,0.07,4.06,7.9
ALT-200075,Y,Sheffield,Member,Male,Baby Products,5.75,7,2.01,42.26,24/06/2025,20:20:42,Debit Card,40.25,0.18,7.25,8.2
ALT-200076,Y,Sheffield,Member,Female,Dairy & Eggs,4.06,2,0.41,8.53,14/09/2025,10:22:40,Credit Card,8.12,0.07,0.57,7.4
ALT-200077,X,Liverpool,Member,Female,Dairy & Eggs,2.83,7,0.99,20.8,04/11/2025,21:57:22,Mobile Wallet,19.81,0.07,1.39,7.1
ALT-200078,Z,Birmingham,Member,Male,Baby Products,15.3,1,0.77,16.07,25/06/2025,15:16:58,Mobile Wallet,15.3,0.18,2.75,6.8
ALT-200079,Z,Birmingham,Normal,Female,Dairy & Eggs,5.67,5,1.42,29.77,20/12/2025,13:41:03,Debit Card,28.35,0.07,1.98,6.2
ALT-200080,X,Liverpool,Normal,Male,Household,17.86,2,1.79,37.51,24/08/2025,20:30:04,Cash,35.72,0.19,6.79,6.4
ALT-200081,Y,Sheffield,Member,Male,Frozen Foods,9.1,2,0.91,19.11,11/06/2025,20:15:08,Credit Card,18.2,0.1,1.82,6.9
ALT-200082,Y,Sheffield,Normal,Female,Health & Wellness,36.68,8,14.67,308.11,18/08/2025,12:05:36,Credit Card,293.44,0.24,70.43,6.2
ALT-200083,Y,Sheffield,Normal,Female,Baby Products,12.65,5,3.16,66.41,03/04/2025,20:01:37,Debit Card,63.25,0.18,11.38,8.7
ALT-200084,Y,Sheffield,Normal,Female,Health & Wellness,7.22,1,0.36,7.58,01/08/2025,15:15:45,Mobile Wallet,7.22,0.24,1.73,7.9
ALT-200085,Y,Sheffield,Member,Male,Fresh Produce,7.56,2,0.76,15.88,31/03/2025,13:27:40,Credit Card,15.12,0.08,1.21,6.1
ALT-200086,Z,Birmingham,Member,Male,Frozen Foods,18.66,10,9.33,195.93,08/07/2025,10:27:56,Credit Card,186.6,0.1,18.66,6.8
ALT-200087,X,Liverpool,Member,Male,Dairy & Eggs,4.24,7,1.48,31.16,04/03/2025,10:58:08,Debit Card,29.68,0.07,2.08,5.1
ALT-200088,Y,Sheffield,Normal,Male,Personal Care,22.77,3,3.42,71.73,29/01/2025,08:19:58,Debit Card,68.31,0.21,14.35,6.6
ALT-200089,Y,Sheffield,Normal,Female,Household,16.66,6,5.0,104.96,28/10/2025,12:42:53,Debit Card,99.96,0.19,18.99,6.1
ALT-200090,Y,Sheffield,Normal,Male,Dairy & Eggs,3.84,5,0.96,20.16,25/02/2025,12:06:14,Debit Card,19.2,0.07,1.34,6.8
ALT-200091,Y,Sheffield,Member,Male,Frozen Foods,11.81,7,4.13,86.8,05/05/2025,21:16:16,Credit Card,82.67,0.1,8.27,7.7
ALT-200092,Z,Birmingham,Member,Male,Baby Products,32.98,2,3.3,69.26,17/05/2025,16:31:51,Credit Card,65.96,0.18,11.87,7.1
ALT-200093,Y,Sheffield,Member,Male,Beverages,10.64,6,3.19,67.03,08/05/2025,16:41:33,Debit Card,63.84,0.13,8.3,5.7
ALT-200094,Z,Birmingham,Normal,Male,Beverages,12.8,2,1.28,26.88,14/09/2025,15:16:42,Credit Card,25.6,0.13,3.33,5.6
ALT-200095,Z,Birmingham,Normal,Male,Health & Wellness,8.33,8,3.33,69.97,22/06/2025,18:38:02,Debit Card,66.64,0.24,15.99,4.9
ALT-200096,X,Liverpool,Normal,Female,Frozen Foods,12.6,6,3.78,79.38,05/03/2025,15:08:17,Credit Card,75.6,0.1,7.56,6.5
ALT-200097,X,Liverpool,Member,Male,Dairy & Eggs,3.24,2,0.32,6.8,05/12/2025,18:21:19,Mobile Wallet,6.48,0.07,0.45,6.3
ALT-200098,Y,Sheffield,Member,Female,Dairy & Eggs,6.3,9,2.84,59.54,02/09/2025,11:45:22,Debit Card,56.7,0.07,3.97,7.5
ALT-200099,Z,Birmingham,Normal,Female,Bakery,10.11,1,0.51,10.62,29/08/2025,10:49:38,Mobile Wallet,10.11,0.11,1.11,6.5
ALT-200100,Z,Birmingham,Normal,Female,Dairy & Eggs,4.0,4,0.8,16.8,16/06/2025,16:20:57,Mobile Wallet,16.0,0.07,1.12,7.2
ALT-200101,Y,Sheffield,Normal,Female,Baby Products,43.58,5,10.9,228.8,03/11/2025,21:18:59,Credit Card,217.9,0.18,39.22,7.3
ALT-200102,X,Liverpool,Normal,Male,Household,9.89,10,4.95,103.85,16/09/2025,18:28:27,Credit Card,98.9,0.19,18.79,4.3
ALT-200103,Z,Birmingham,Member,Male,Bakery,2.46,2,0.25,5.17,28/12/2025,21:08:17,Mobile Wallet,4.92,0.11,0.54,8.2
ALT-200104,Z,Birmingham,Normal,Female,Baby Products,45.5,1,2.27,47.77,14/06/2025,11:20:04,Mobile Wallet,45.5,0.18,8.19,4.5
ALT-200105,Z,Birmingham,Normal,Male,Snacks,1.99,2,0.2,4.18,27/04/2025,15:06:50,Mobile Wallet,3.98,0.17,0.68,6.7
ALT-200106,Z,Birmingham,Member,Female,Fresh Produce,5.24,9,2.36,49.52,10/05/2025,12:38:24,Mobile Wallet,47.16,0.08,3.77,6.6
ALT-200107,Y,Sheffield,Member,Female,Fresh Produce,3.42,9,1.54,32.32,02/08/2025,15:10:19,Credit Card,30.78,0.08,2.46,5.4
ALT-200108,Y,Sheffield,Normal,Male,Dairy & Eggs,4.94,9,2.22,46.68,23/01/2025,21:47:50,Debit Card,44.46,0.07,3.11,7.7
ALT-200109,Z,Birmingham,Member,Female,Frozen Foods,12.32,1,0.62,12.94,12/09/2025,15:07:45,Debit Card,12.32,0.1,1.23,8.2
ALT-200110,Z,Birmingham,Member,Female,Bakery,9.48,3,1.42,29.86,12/04/2025,14:40:08,Credit Card,28.44,0.11,3.13,5.3
ALT-200111,X,Liverpool,Normal,Male,Baby Products,25.93,7,9.08,190.59,26/09/2025,14:58:55,Mobile Wallet,181.51,0.18,32.67,8.3
ALT-200112,X,Liverpool,Normal,Female,Health & Wellness,24.13,3,3.62,76.01,05/06/2025,12:20:45,Credit Card,72.39,0.24,17.37,7.0
ALT-200113,Y,Sheffield,Normal,Male,Beverages,3.71,2,0.37,7.79,25/04/2025,20:22:02,Credit Card,7.42,0.13,0.96,6.6
ALT-200114,Y,Sheffield,Normal,Female,Frozen Foods,11.29,9,5.08,106.69,22/02/2025,17:22:22,Credit Card,101.61,0.1,10.16,7.3
ALT-200115,Y,Sheffield,Normal,Male,Frozen Foods,16.43,1,0.82,17.25,10/04/2025,13:01:07,Credit Card,16.43,0.1,1.64,6.1
ALT-200116,Z,Birmingham,Normal,Female,Fresh Produce,6.01,2,0.6,12.62,22/11/2025,12:33:57,Credit Card,12.02,0.08,0.96,6.8
ALT-200117,Y,Sheffield,Member,Male,Health & Wellness,4.58,3,0.69,14.43,18/08/2025,15:01:51,Mobile Wallet,13.74,0.24,3.3,7.4
ALT-200118,X,Liverpool,Normal,Female,Beverages,14.23,2,1.42,29.88,19/10/2025,15:11:05,Debit Card,28.46,0.13,3.7,7.2
ALT-200119,Y,Sheffield,Normal,Male,Frozen Foods,3.43,9,1.54,32.41,22/09/2025,21:32:48,Debit Card,30.87,0.1,3.09,4.0
ALT-200120,Y,Sheffield,Member,Female,Personal Care,4.15,4,0.83,17.43,10/09/2025,19:11:50,Credit Card,16.6,0.21,3.49,5.9
ALT-200121,X,Liverpool,Member,Female,Snacks,2.84,5,0.71,14.91,19/04/2025,12:14:48,Debit Card,14.2,0.17,2.41,4.0
ALT-200122,X,Liverpool,Normal,Female,Beverages,7.87,2,0.79,16.53,06/05/2025,18:02:10,Credit Card,15.74,0.13,2.05,5.8
ALT-200123,X,Liverpool,Member,Female,Fresh Produce,7.86,3,1.18,24.76,26/07/2025,21:38:48,Debit Card,23.58,0.08,1.89,6.9
ALT-200124,X,Liverpool,Member,Female,Fresh Produce,1.85,5,0.46,9.71,31/07/2025,16:27:44,Credit Card,9.25,0.08,0.74,5.8
ALT-200125,Z,Birmingham,Member,Male,Fresh Produce,9.77,5,2.44,51.29,08/10/2025,16:25:43,Debit Card,48.85,0.08,3.91,8.2
ALT-200126,X,Liverpool,Member,Female,Household,9.89,4,1.98,41.54,07/05/2025,11:57:17,Debit Card,39.56,0.19,7.52,5.8
ALT-200127,Z,Birmingham,Normal,Male,Bakery,2.37,3,0.36,7.47,24/12/2025,12:50:17,Credit Card,7.11,0.11,0.78,5.7
ALT-200128,Y,Sheffield,Normal,Female,Dairy & Eggs,3.86,4,0.77,16.21,05/06/2025,13:23:48,Mobile Wallet,15.44,0.07,1.08,5.2
ALT-200129,X,Liverpool,Member,Male,Baby Products,30.54,6,9.16,192.4,10/12/2025,20:34:51,Cash,183.24,0.18,32.98,6.4
ALT-200130,Z,Birmingham,Member,Male,Beverages,9.4,2,0.94,19.74,19/04/2025,14:58:58,Credit Card,18.8,0.13,2.44,7.9
ALT-200131,Z,Birmingham,Member,Female,Beverages,13.74,7,4.81,100.99,05/07/2025,12:02:11,Credit Card,96.18,0.13,12.5,7.8
ALT-200132,X,Liverpool,Member,Male,Frozen Foods,9.66,10,4.83,101.43,26/04/2025,17:22:59,Debit Card,96.6,0.1,9.66,8.1
ALT-200133,Y,Sheffield,Member,Female,Frozen Foods,8.39,6,2.52,52.86,19/09/2025,14:12:01,Credit Card,50.34,0.1,5.03,7.2
ALT-200134,Z,Birmingham,Normal,Male,Bakery,3.77,13,2.45,51.46,20/07/2025,11:52:15,Mobile Wallet,49.01,0.11,5.39,6.2
ALT-200135,Z,Birmingham,Normal,Female,Household,8.59,11,4.72,99.21,19/07/2025,16:26:48,Debit Card,94.49,0.19,17.95,6.7
ALT-200136,X,Liverpool,Member,Male,Household,13.42,1,0.67,14.09,22/01/2025,17:08:01,Cash,13.42,0.19,2.55,4.9
ALT-200137,Y,Sheffield,Member,Female,Snacks,5.0,2,0.5,10.5,01/09/2025,19:54:50,Credit Card,10.0,0.17,1.7,6.8
ALT-200138,Z,Birmingham,Normal,Female,Health & Wellness,24.41,7,8.54,179.41,06/03/2025,20:18:42,Mobile Wallet,170.87,0.24,41.01,7.1
ALT-200139,X,Liverpool,Normal,Male,Frozen Foods,10.26,7,3.59,75.41,30/06/2025,18:49:24,Cash,71.82,0.1,7.18,6.9
ALT-200140,Z,Birmingham,Member,Female,Household,20.36,7,7.13,149.65,16/08/2025,13:38:41,Credit Card,142.52,0.19,27.08,6.8
ALT-200141,Z,Birmingham,Member,Male,Baby Products,40.1,9,18.04,378.94,28/05/2025,15:47:12,Cash,360.9,0.18,64.96,8.3
ALT-200142,Y,Sheffield,Member,Female,Health & Wellness,4.14,8,1.66,34.78,19/07/2025,19:26:30,Cash,33.12,0.24,7.95,6.4
ALT-200143,X,Liverpool,Normal,Female,Bakery,3.91,2,0.39,8.21,18/09/2025,15:46:01,Debit Card,7.82,0.11,0.86,6.7
ALT-200144,X,Liverpool,Member,Male,Household,3.87,2,0.39,8.13,12/02/2025,14:30:31,Cash,7.74,0.19,1.47,6.3
ALT-200145,Z,Birmingham,Member,Female,Household,23.98,2,2.4,50.36,16/07/2025,15:45:05,Debit Card,47.96,0.19,9.11,7.2
ALT-200146,X,Liverpool,Member,Male,Dairy & Eggs,3.28,3,0.49,10.33,06/03/2025,14:51:11,Mobile Wallet,9.84,0.07,0.69,9.1
ALT-200147,Y,Sheffield,Member,Female,Bakery,1.39,11,0.76,16.05,03/01/2025,17:53:20,Cash,15.29,0.11,1.68,6.0
ALT-200148,X,Liverpool,Normal,Female,Bakery,7.33,4,1.47,30.79,19/06/2025,11:51:16,Credit Card,29.32,0.11,3.23,6.3
ALT-200149,X,Liverpool,Normal,Female,Bakery,3.74,9,1.68,35.34,16/03/2025,08:52:21,Mobile Wallet,33.66,0.11,3.7,6.3
ALT-200150,X,Liverpool,Member,Male,Fresh Produce,1.77,1,0.09,1.86,09/08/2025,17:53:38,Cash,1.77,0.08,0.14,7.0
ALT-200151,X,Liverpool,Member,Male,Household,14.58,10,7.29,153.09,31/01/2025,16:10:36,Mobile Wallet,145.8,0.19,27.7,5.6
ALT-200152,X,Liverpool,Normal,Female,Dairy & Eggs,5.16,2,0.52,10.84,28/02/2025,17:17:39,Debit Card,10.32,0.07,0.72,6.4
ALT-200153,Y,Sheffield,Normal,Female,Bakery,7.97,7,2.79,58.58,10/03/2025,15:10:24,Credit Card,55.79,0.11,6.14,5.9
ALT-200154,Z,Birmingham,Member,Female,Beverages,12.8,4,2.56,53.76,03/07/2025,15:05:04,Credit Card,51.2,0.13,6.66,9.1
ALT-200155,Y,Sheffield,Member,Female,Snacks,5.54,2,0.55,11.63,03/05/2025,16:08:14,Debit Card,11.08,0.17,1.88,6.7
ALT-200156,X,Liverpool,Normal,Male,Health & Wellness,12.6,2,1.26,26.46,24/06/2025,18:05:48,Cash,25.2,0.24,6.05,8.3
ALT-200157,Z,Birmingham,Member,Female,Household,19.36,12,11.62,243.94,15/02/2025,18:42:02,Debit Card,232.32,0.19,44.14,7.2
ALT-200158,Z,Birmingham,Normal,Female,Beverages,2.41,3,0.36,7.59,30/05/2025,19:05:06,Debit Card,7.23,0.13,0.94,5.8
ALT-200159,Y,Sheffield,Member,Male,Bakery,8.43,9,3.79,79.66,26/06/2025,10:29:02,Mobile Wallet,75.87,0.11,8.35,8.1
ALT-200160,X,Liverpool,Member,Female,Frozen Foods,5.65,3,0.85,17.8,30/01/2025,12:11:14,Debit Card,16.95,0.1,1.7,5.9
ALT-200161,Z,Birmingham,Member,Female,Health & Wellness,31.71,11,17.44,366.25,26/02/2025,15:28:16,Credit Card,348.81,0.24,83.71,7.5
ALT-200162,X,Liverpool,Member,Male,Dairy & Eggs,6.43,8,2.57,54.01,01/05/2025,11:08:28,Debit Card,51.44,0.07,3.6,6.8
ALT-200163,X,Liverpool,Normal,Female,Health & Wellness,35.13,10,17.57,368.87,06/11/2025,11:15:24,Credit Card,351.3,0.24,84.31,7.2
ALT-200164,Z,Birmingham,Normal,Male,Bakery,8.77,6,2.63,55.25,04/08/2025,17:08:26,Mobile Wallet,52.62,0.11,5.79,7.4
ALT-200165,Z,Birmingham,Normal,Male,Baby Products,29.63,9,13.33,280.0,09/07/2025,10:51:41,Debit Card,266.67,0.18,48.0,7.4
ALT-200166,Z,Birmingham,Normal,Female,Dairy & Eggs,7.25,10,3.62,76.12,02/08/2025,13:43:46,Credit Card,72.5,0.07,5.08,6.3
ALT-200167,X,Liverpool,Normal,Male,Personal Care,22.98,2,2.3,48.26,29/06/2025,12:25:38,Credit Card,45.96,0.21,9.65,6.4
ALT-200168,Y,Sheffield,Member,Female,Frozen Foods,16.88,1,0.84,17.72,29/06/2025,19:28:23,Cash,16.88,0.1,1.69,6.5
ALT-200169,Z,Birmingham,Member,Female,Beverages,11.83,2,1.18,24.84,28/11/2025,12:42:07,Cash,23.66,0.13,3.08,5.2
ALT-200170,Y,Sheffield,Normal,Female,Baby Products,9.43,9,4.24,89.11,13/07/2025,20:30:13,Debit Card,84.87,0.18,15.28,8.5
ALT-200171,Z,Birmingham,Member,Female,Snacks,3.38,11,1.86,39.04,09/11/2025,21:49:38,Credit Card,37.18,0.17,6.32,4.8
ALT-200172,Y,Sheffield,Member,Male,Health & Wellness,27.0,7,9.45,198.45,23/02/2025,13:03:39,Credit Card,189.0,0.24,45.36,6.6
ALT-200173,Z,Birmingham,Member,Female,Beverages,14.8,1,0.74,15.54,24/07/2025,14:17:14,Mobile Wallet,14.8,0.13,1.92,9.1
ALT-200174,Z,Birmingham,Member,Female,Beverages,12.43,1,0.62,13.05,09/04/2025,14:27:04,Cash,12.43,0.13,1.62,7.6
ALT-200175,X,Liverpool,Normal,Male,Household,6.47,4,1.29,27.17,07/08/2025,15:29:19,Mobile Wallet,25.88,0.19,4.92,8.0
ALT-200176,Y,Sheffield,Normal,Male,Frozen Foods,2.55,8,1.02,21.42,01/12/2025,15:34:47,Mobile Wallet,20.4,0.1,2.04,7.3
