Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
INV-100013,A,Manchester,Normal,Male,Beverages,14.58,7,5.1,107.16,10/02/2025,19:41:44,Debit Card,102.06,0.12,12.25,4.8
INV-100014,C,Leeds,Member,Male,Frozen Foods,15.56,9,7.0,147.04,23/10/2025,19:10:57,Credit Card,140.04,0.11,15.4,6.4
INV-100015,B,Salford,Normal,Female,Fresh Produce,3.28,4,0.66,13.78,24/01/2025,19:38:05,Debit Card,13.12,0.09,1.18,5.5
INV-100016,B,Salford,Member,Male,Health & Wellness,18.14,6,5.44,114.28,10/02/2025,12:58:53,Credit Card,108.84,0.22,23.94,7.1
INV-100017,B,Salford,Member,Female,Fresh Produce,3.9,2,0.39,8.19,14/07/2025,17:36:48,Debit Card,7.8,0.09,0.7,5.1
INV-100018,C,Leeds,Normal,Male,Fresh Produce,12.88,4,2.58,54.1,22/11/2025,14:00:18,Cash,51.52,0.09,4.64,7.0
INV-100019,C,Leeds,Member,Female,Snacks,2.03,6,0.61,12.79,09/07/2025,12:37:23,Debit Card,12.18,0.15,1.83,8.9
INV-100020,C,Leeds,Member,Female,Dairy & Eggs,5.97,5,1.49,31.34,10/12/2025,19:59:58,Cash,29.85,0.08,2.39,8.6
INV-100021,C,Leeds,Member,Female,Bakery,9.09,3,1.36,28.63,08/11/2025,20:39:38,Cash,27.27,0.1,2.73,7.9
INV-100022,B,Salford,Normal,Female,Fresh Produce,8.45,7,2.96,62.11,25/03/2025,16:41:34,Credit Card,59.15,0.09,5.32,5.9
INV-100023,D,Bradford,Normal,Male,Beverages,7.86,4,1.57,33.01,19/05/2025,19:36:31,Cash,31.44,0.12,3.77,5.8
INV-100024,B,Salford,Normal,Male,Health & Wellness,11.68,6,3.5,73.58,29/01/2025,19:53:55,Mobile Wallet,70.08,0.22,15.42,7.5
INV-100025,B,Salford,Member,Female,Health & Wellness,25.94,1,1.3,27.24,11/06/2025,16:53:34,Cash,25.94,0.22,5.71,8.9
INV-100026,D,Bradford,Normal,Male,Health & Wellness,7.95,1,0.4,8.35,03/02/2025,12:55:07,Debit Card,7.95,0.22,1.75,6.9
INV-100027,B,Salford,Member,Male,Bakery,6.79,2,0.68,14.26,19/04/2025,21:50:53,Debit Card,13.58,0.1,1.36,8.0
INV-100028,D,Bradford,Normal,Male,Dairy & Eggs,3.67,6,1.1,23.12,26/11/2025,19:59:47,Debit Card,22.02,0.08,1.76,5.2
INV-100029,D,Bradford,Normal,Female,Frozen Foods,15.27,8,6.11,128.27,16/05/2025,13:45:52,Mobile Wallet,122.16,0.11,13.44,7.1
INV-100030,B,Salford,Member,Female,Fresh Produce,1.66,3,0.25,5.23,15/10/2025,13:02:17,Credit Card,4.98,0.09,0.45,7.5
INV-100031,C,Leeds,Normal,Male,Personal Care,3.55,2,0.35,7.45,26/10/2025,14:26:41,Debit Card,7.1,0.2,1.42,6.7
INV-100032,D,Bradford,Normal,Male,Fresh Produce,9.79,2,0.98,20.56,23/04/2025,16:41:54,Debit Card,19.58,0.09,1.76,4.9
INV-100033,B,Salford,Normal,Male,Baby Products,4.1,5,1.03,21.53,16/02/2025,10:45:15,Credit Card,20.5,0.16,3.28,6.0
INV-100034,A,Manchester,Member,Female,Bakery,4.28,3,0.64,13.48,20/03/2025,16:21:50,Cash,12.84,0.1,1.28,9.5
INV-100035,B,Salford,Member,Male,Baby Products,39.56,2,3.96,83.08,02/11/2025,13:42:59,Cash,79.12,0.16,12.66,4.7
INV-100036,A,Manchester,Member,Male,Personal Care,22.15,2,2.21,46.51,15/07/2025,10:44:31,Debit Card,44.3,0.2,8.86,9.6
INV-100037,D,Bradford,Normal,Male,Beverages,2.47,12,1.48,31.12,11/10/2025,09:55:18,Debit Card,29.64,0.12,3.56,8.6
INV-100038,A,Manchester,Member,Female,Household,8.78,2,0.88,18.44,16/12/2025,14:11:52,Cash,17.56,0.18,3.16,5.2
INV-100039,C,Leeds,Member,Male,Health & Wellness,22.93,2,2.29,48.15,27/02/2025,18:04:21,Mobile Wallet,45.86,0.22,10.09,6.5
INV-100040,C,Leeds,Normal,Male,Bakery,3.16,3,0.47,9.95,22/03/2025,08:13:27,Debit Card,9.48,0.1,0.95,7.1
INV-100041,D,Bradford,Member,Female,Baby Products,29.91,7,10.47,219.84,15/05/2025,15:36:22,Credit Card,209.37,0.16,33.5,7.8
INV-100042,B,Salford,Member,Female,Snacks,4.88,1,0.24,5.12,17/11/2025,17:57:31,Credit Card,4.88,0.15,0.73,7.2
INV-100043,C,Leeds,Member,Female,Personal Care,23.24,10,11.62,244.02,20/03/2025,17:19:23,Mobile Wallet,232.4,0.2,46.48,7.9
INV-100044,C,Leeds,Normal,Female,Bakery,6.65,3,1.0,20.95,04/10/2025,20:02:00,Debit Card,19.95,0.1,2.0,6.9
INV-100045,A,Manchester,Member,Male,Personal Care,11.52,6,3.46,72.58,08/09/2025,13:06:03,Credit Card,69.12,0.2,13.82,6.1
INV-100046,A,Manchester,Normal,Female,Dairy & Eggs,6.07,9,2.73,57.36,05/07/2025,18:56:35,Debit Card,54.63,0.08,4.37,7.0
INV-100047,C,Leeds,Normal,Female,Fresh Produce,8.55,2,0.86,17.96,30/01/2025,16:22:31,Credit Card,17.1,0.09,1.54,5.8
INV-100048,B,Salford,Normal,Female,Fresh Produce,8.24,7,2.88,60.56,13/02/2025,14:48:19,Credit Card,57.68,0.09,5.19,6.0
INV-100049,D,Bradford,Normal,Female,Fresh Produce,1.33,10,0.67,13.97,30/09/2025,14:27:13,Mobile Wallet,13.3,0.09,1.2,7.8
INV-100050,B,Salford,Normal,Female,Beverages,10.07,7,3.52,74.01,04/12/2025,13:24:51,Credit Card,70.49,0.12,8.46,7.7
INV-100051,D,Bradford,Normal,Female,Health & Wellness,6.3,10,3.15,66.15,16/05/2025,21:57:04,Mobile Wallet,63.0,0.22,13.86,7.6
INV-100052,D,Bradford,Normal,Female,Dairy & Eggs,7.39,6,2.22,46.56,04/10/2025,19:37:06,Mobile Wallet,44.34,0.08,3.55,5.0
INV-100053,B,Salford,Member,Male,Baby Products,9.93,4,1.99,41.71,24/07/2025,16:44:00,Credit Card,39.72,0.16,6.36,6.5
INV-100054,C,Leeds,Normal,Male,Fresh Produce,11.18,12,6.71,140.87,22/09/2025,14:30:18,Debit Card,134.16,0.09,12.07,6.9
INV-100055,D,Bradford,Member,Female,Baby Products,15.09,3,2.26,47.53,07/05/2025,14:57:19,Credit Card,45.27,0.16,7.24,8.6
INV-100056,B,Salford,Member,Female,Health & Wellness,28.71,6,8.61,180.87,23/06/2025,14:59:48,Credit Card,172.26,0.22,37.9,7.0
INV-100057,A,Manchester,Member,Female,Baby Products,4.7,11,2.59,54.29,29/10/2025,19:53:20,Cash,51.7,0.16,8.27,5.8
INV-100058,B,Salford,Normal,Female,Frozen Foods,5.56,7,1.95,40.87,06/02/2025,11:48:13,Cash,38.92,0.11,4.28,5.6
INV-100059,A,Manchester,Normal,Female,Baby Products,39.29,9,17.68,371.29,04/02/2025,16:07:57,Credit Card,353.61,0.16,56.58,8.3
INV-100060,A,Manchester,Member,Male,Baby Products,18.48,2,1.85,38.81,06/02/2025,14:35:26,Credit Card,36.96,0.16,5.91,7.3
INV-100061,B,Salford,Member,Male,Beverages,10.54,4,2.11,44.27,09/12/2025,10:05:17,Cash,42.16,0.12,5.06,9.0
INV-100062,D,Bradford,Member,Female,Frozen Foods,11.04,4,2.21,46.37,04/10/2025,19:44:04,Mobile Wallet,44.16,0.11,4.86,6.8
INV-100063,B,Salford,Normal,Male,Fresh Produce,5.07,7,1.77,37.26,05/05/2025,19:48:12,Credit Card,35.49,0.09,3.19,6.1
INV-100064,D,Bradford,Member,Male,Health & Wellness,15.46,2,1.55,32.47,08/04/2025,19:16:04,Cash,30.92,0.22,6.8,8.4
INV-100065,A,Manchester,Normal,Female,Baby Products,20.9,2,2.09,43.89,04/12/2025,12:44:12,Credit Card,41.8,0.16,6.69,6.7
INV-100066,D,Bradford,Member,Male,Fresh Produce,8.38,5,2.1,44.0,05/08/2025,11:25:57,Credit Card,41.9,0.09,3.77,8.7
INV-100067,D,Bradford,Member,Male,Fresh Produce,6.43,5,1.61,33.76,28/01/2025,14:47:46,Mobile Wallet,32.15,0.09,2.89,7.2
INV-100068,A,Manchester,Member,Female,Frozen Foods,13.19,7,4.62,96.95,26/07/2025,11:59:33,Credit Card,92.33,0.11,10.16,8.1
INV-100069,C,Leeds,Member,Female,Bakery,8.95,3,1.34,28.19,08/05/2025,18:59:29,Debit Card,26.85,0.1,2.69,4.8
INV-100070,B,Salford,Normal,Female,Bakery,7.35,7,2.57,54.02,02/10/2025,19:16:59,Credit Card,51.45,0.1,5.15,4.7
INV-100071,D,Bradford,Member,Female,Bakery,5.88,4,1.18,24.7,05/08/2025,14:15:07,Debit Card,23.52,0.1,2.35,8.3
INV-100072,B,Salford,Member,Male,Beverages,6.04,10,3.02,63.42,25/08/2025,17:49:57,Debit Card,60.4,0.12,7.25,7.4
INV-100073,B,Salford,Member,Female,Baby Products,11.1,1,0.56,11.66,15/08/2025,15:25:45,Cash,11.1,0.16,1.78,6.4
INV-100074,A,Manchester,Member,Female,Baby Products,34.26,1,1.71,35.97,30/11/2025,17:46:55,Debit Card,34.26,0.16,5.48,6.6
INV-100075,A,Manchester,Normal,Female,Fresh Produce,7.94,12,4.76,100.04,02/05/2025,20:13:25,Debit Card,95.28,0.09,8.58,6.4
INV-100076,B,Salford,Normal,Male,Personal Care,18.76,1,0.94,19.7,06/09/2025,11:02:46,Cash,18.76,0.2,3.75,7.1
INV-100077,D,Bradford,Member,Female,Dairy & Eggs,4.16,5,1.04,21.84,25/07/2025,13:36:27,Credit Card,20.8,0.08,1.66,7.5
INV-100078,A,Manchester,Member,Female,Health & Wellness,33.6,1,1.68,35.28,14/07/2025,12:12:19,Debit Card,33.6,0.22,7.39,4.4
INV-100079,A,Manchester,Normal,Male,Dairy & Eggs,1.7,5,0.43,8.93,16/05/2025,18:48:43,Debit Card,8.5,0.08,0.68,6.0
INV-100080,D,Bradford,Member,Male,Health & Wellness,13.89,9,6.25,131.26,05/08/2025,12:58:44,Debit Card,125.01,0.22,27.5,7.3
INV-100081,D,Bradford,Member,Female,Frozen Foods,3.82,3,0.57,12.03,08/04/2025,12:29:30,Cash,11.46,0.11,1.26,6.5
INV-100082,C,Leeds,Member,Female,Health & Wellness,5.29,4,1.06,22.22,30/01/2025,21:30:05,Credit Card,21.16,0.22,4.66,7.4
INV-100083,A,Manchester,Normal,Male,Snacks,6.53,5,1.63,34.28,30/01/2025,19:01:14,Debit Card,32.65,0.15,4.9,6.3
INV-100084,A,Manchester,Member,Male,Baby Products,14.92,6,4.48,94.0,15/09/2025,13:18:19,Credit Card,89.52,0.16,14.32,5.0
INV-100085,B,Salford,Member,Female,Baby Products,31.96,1,1.6,33.56,18/09/2025,20:12:42,Debit Card,31.96,0.16,5.11,7.0
INV-100086,A,Manchester,Normal,Female,Snacks,2.59,2,0.26,5.44,05/02/2025,21:12:39,Cash,5.18,0.15,0.78,5.9
INV-100087,A,Manchester,Normal,Female,Fresh Produce,2.37,4,0.47,9.95,26/07/2025,18:30:48,Debit Card,9.48,0.09,0.85,7.2
INV-100088,A,Manchester,Normal,Female,Dairy & Eggs,1.98,7,0.69,14.55,24/10/2025,12:34:00,Mobile Wallet,13.86,0.08,1.11,7.1
INV-100089,A,Manchester,Normal,Female,Personal Care,23.64,7,8.27,173.75,03/08/2025,19:36:04,Debit Card,165.48,0.2,33.1,8.1
INV-100090,C,Leeds,Member,Male,Baby Products,35.95,2,3.6,75.5,15/04/2025,17:07:38,Debit Card,71.9,0.16,11.5,7.4
INV-100091,C,Leeds,Normal,Female,Fresh Produce,8.99,4,1.8,37.76,16/05/2025,20:54:01,Credit Card,35.96,0.09,3.24,6.9
INV-100092,D,Bradford,Member,Female,Personal Care,7.73,5,1.93,40.58,10/12/2025,13:50:07,Credit Card,38.65,0.2,7.73,5.8
INV-100093,C,Leeds,Normal,Male,Fresh Produce,7.04,9,3.17,66.53,11/06/2025,11:32:36,Debit Card,63.36,0.09,5.7,7.2
INV-100094,A,Manchester,Normal,Female,Fresh Produce,1.32,5,0.33,6.93,23/08/2025,19:32:53,Debit Card,6.6,0.09,0.59,7.8
INV-100095,A,Manchester,Member,Female,Beverages,11.69,8,4.68,98.2,03/10/2025,17:35:25,Debit Card,93.52,0.12,11.22,6.3
INV-100096,B,Salford,Member,Male,Frozen Foods,15.29,11,8.41,176.6,09/03/2025,12:22:46,Credit Card,168.19,0.11,18.5,7.6
INV-100097,C,Leeds,Normal,Female,Personal Care,13.36,5,3.34,70.14,06/05/2025,19:11:43,Cash,66.8,0.2,13.36,4.7
INV-100098,C,Leeds,Member,Male,Beverages,11.76,1,0.59,12.35,22/03/2025,18:30:57,Debit Card,11.76,0.12,1.41,6.1
INV-100099,D,Bradford,Member,Male,Household,21.77,9,9.8,205.73,10/11/2025,16:20:46,Debit Card,195.93,0.18,35.27,6.4
INV-100100,A,Manchester,Member,Male,Health & Wellness,11.37,7,3.98,83.57,06/12/2025,11:51:24,Debit Card,79.59,0.22,17.51,5.2
INV-100101,A,Manchester,Normal,Female,Bakery,3.43,4,0.69,14.41,16/05/2025,09:32:48,Cash,13.72,0.1,1.37,4.0
INV-100102,A,Manchester,Normal,Female,Snacks,1.93,2,0.19,4.05,11/10/2025,21:40:48,Debit Card,3.86,0.15,0.58,7.8
INV-100103,B,Salford,Member,Male,Personal Care,13.69,5,3.42,71.87,25/05/2025,18:58:55,Cash,68.45,0.2,13.69,6.9
INV-100104,B,Salford,Normal,Male,Fresh Produce,1.22,4,0.24,5.12,15/04/2025,10:13:50,Debit Card,4.88,0.09,0.44,8.1
INV-100105,C,Leeds,Member,Male,Dairy & Eggs,4.39,7,1.54,32.27,09/05/2025,13:54:38,Cash,30.73,0.08,2.46,4.0
INV-100106,A,Manchester,Normal,Female,Baby Products,16.32,5,4.08,85.68,21/11/2025,09:27:31,Credit Card,81.6,0.16,13.06,7.6
INV-100107,D,Bradford,Member,Male,Household,6.87,2,0.69,14.43,23/01/2025,16:56:46,Debit Card,13.74,0.18,2.47,8.3
INV-100108,A,Manchester,Member,Male,Bakery,7.29,2,0.73,15.31,08/03/2025,12:13:31,Cash,14.58,0.1,1.46,7.0
INV-100109,C,Leeds,Member,Female,Frozen Foods,3.98,4,0.8,16.72,15/08/2025,10:09:06,Credit Card,15.92,0.11,1.75,7.2
INV-100110,D,Bradford,Normal,Female,Frozen Foods,1.79,3,0.27,5.64,27/02/2025,14:01:00,Debit Card,5.37,0.11,0.59,6.0
INV-100111,A,Manchester,Member,Female,Dairy & Eggs,3.75,1,0.19,3.94,07/10/2025,14:29:08,Mobile Wallet,3.75,0.08,0.3,8.3
INV-100112,A,Manchester,Member,Male,Bakery,10.11,6,3.03,63.69,26/10/2025,19:55:58,Cash,60.66,0.1,6.07,6.9
INV-100113,B,Salford,Member,Male,Bakery,5.67,6,1.7,35.72,07/03/2025,14:08:53,Debit Card,34.02,0.1,3.4,7.1
INV-100114,A,Manchester,Normal,Male,Beverages,2.91,10,1.46,30.56,06/07/2025,17:05:17,Debit Card,29.1,0.12,3.49,7.9
INV-100115,A,Manchester,Member,Male,Dairy & Eggs,5.17,6,1.55,32.57,18/04/2025,12:41:21,Mobile Wallet,31.02,0.08,2.48,7.0
INV-100116,B,Salford,Member,Female,Health & Wellness,12.34,6,3.7,77.74,01/07/2025,17:52:06,Credit Card,74.04,0.22,16.29,8.1
INV-100117,D,Bradford,Member,Female,Baby Products,18.23,2,1.82,38.28,02/05/2025,12:52:35,Mobile Wallet,36.46,0.16,5.83,7.2
INV-100118,B,Salford,Normal,Female,Frozen Foods,16.39,5,4.1,86.05,31/07/2025,17:39:34,Mobile Wallet,81.95,0.11,9.01,6.4
INV-100119,A,Manchester,Normal,Female,Snacks,5.5,2,0.55,11.55,20/06/2025,13:34:51,Cash,11.0,0.15,1.65,7.0
INV-100120,D,Bradford,Member,Female,Dairy & Eggs,5.1,4,1.02,21.42,17/05/2025,14:00:24,Credit Card,20.4,0.08,1.63,7.8
INV-100121,B,Salford,Member,Female,Bakery,8.96,7,3.14,65.86,15/07/2025,13:33:11,Debit Card,62.72,0.1,6.27,8.5
INV-100122,A,Manchester,Member,Male,Fresh Produce,2.47,10,1.24,25.94,24/04/2025,12:15:23,Credit Card,24.7,0.09,2.22,7.5
INV-100123,B,Salford,Normal,Male,Frozen Foods,13.83,9,6.22,130.69,29/06/2025,15:14:58,Credit Card,124.47,0.11,13.69,8.0
INV-100124,C,Leeds,Normal,Female,Baby Products,5.31,6,1.59,33.45,25/04/2025,12:20:21,Mobile Wallet,31.86,0.16,5.1,5.4
INV-100125,A,Manchester,Normal,Female,Dairy & Eggs,4.44,8,1.78,37.3,24/07/2025,10:34:17,Debit Card,35.52,0.08,2.84,7.8
INV-100126,C,Leeds,Member,Male,Household,3.06,5,0.77,16.07,05/02/2025,11:33:02,Credit Card,15.3,0.18,2.75,5.8
INV-100127,C,Leeds,Normal,Male,Household,9.49,4,1.9,39.86,25/11/2025,13:17:32,Debit Card,37.96,0.18,6.83,7.8
INV-100128,D,Bradford,Normal,Male,Baby Products,32.77,3,4.92,103.23,15/01/2025,21:58:54,Debit Card,98.31,0.16,15.73,6.1
INV-100129,A,Manchester,Normal,Male,Household,2.85,1,0.14,2.99,02/04/2025,09:43:56,Cash,2.85,0.18,0.51,5.3
INV-100130,C,Leeds,Normal,Female,Health & Wellness,26.22,3,3.93,82.59,25/02/2025,18:29:48,Credit Card,78.66,0.22,17.31,6.1
INV-100131,D,Bradford,Member,Male,Beverages,11.01,6,3.3,69.36,10/06/2025,20:14:08,Credit Card,66.06,0.12,7.93,6.1
INV-100132,D,Bradford,Member,Female,Health & Wellness,24.92,2,2.49,52.33,17/07/2025,18:42:59,Mobile Wallet,49.84,0.22,10.96,8.0
INV-100133,B,Salford,Normal,Male,Dairy & Eggs,2.13,13,1.38,29.07,23/01/2025,20:53:52,Credit Card,27.69,0.08,2.22,6.4
INV-100134,D,Bradford,Normal,Female,Baby Products,5.41,3,0.81,17.04,24/09/2025,20:55:05,Cash,16.23,0.16,2.6,7.2
INV-100135,B,Salford,Member,Male,Health & Wellness,35.0,13,22.75,477.75,09/08/2025,14:49:17,Cash,455.0,0.22,100.1,8.3
INV-100136,A,Manchester,Normal,Male,Personal Care,26.88,4,5.38,112.9,16/11/2025,18:24:08,Debit Card,107.52,0.2,21.5,4.0
INV-100137,C,Leeds,Member,Female,Health & Wellness,4.59,8,1.84,38.56,03/06/2025,13:24:04,Cash,36.72,0.22,8.08,5.8
INV-100138,C,Leeds,Normal,Male,Dairy & Eggs,4.01,4,0.8,16.84,17/06/2025,17:25:17,Credit Card,16.04,0.08,1.28,5.8
INV-100139,D,Bradford,Normal,Male,Personal Care,21.19,4,4.24,89.0,11/10/2025,16:39:33,Mobile Wallet,84.76,0.2,16.95,7.0
INV-100140,B,Salford,Member,Female,Fresh Produce,11.39,8,4.56,95.68,04/08/2025,19:58:47,Debit Card,91.12,0.09,8.2,7.7
INV-100141,D,Bradford,Normal,Female,Baby Products,8.31,6,2.49,52.35,12/11/2025,19:44:57,Credit Card,49.86,0.16,7.98,7.0
INV-100142,C,Leeds,Member,Male,Household,2.55,8,1.02,21.42,08/10/2025,20:17:35,Credit Card,20.4,0.18,3.67,8.7
INV-100143,A,Manchester,Member,Male,Dairy & Eggs,3.19,6,0.96,20.1,27/05/2025,17:30:33,Mobile Wallet,19.14,0.08,1.53,7.3
INV-100144,B,Salford,Normal,Male,Personal Care,21.04,1,1.05,22.09,24/10/2025,08:40:31,Credit Card,21.04,0.2,4.21,6.2
INV-100145,C,Leeds,Member,Male,Frozen Foods,3.32,11,1.83,38.35,15/08/2025,10:26:16,Debit Card,36.52,0.11,4.02,8.2
INV-100146,D,Bradford,Normal,Female,Fresh Produce,6.95,3,1.04,21.89,19/09/2025,09:49:13,Debit Card,20.85,0.09,1.88,6.0
INV-100147,D,Bradford,Normal,Female,Household,4.02,8,1.61,33.77,04/12/2025,19:10:57,Credit Card,32.16,0.18,5.79,6.8
INV-100148,A,Manchester,Member,Male,Dairy & Eggs,3.09,13,2.01,42.18,21/09/2025,15:38:14,Credit Card,40.17,0.08,3.21,7.7
INV-100149,C,Leeds,Member,Female,Dairy & Eggs,6.28,3,0.94,19.78,01/05/2025,19:43:55,Cash,18.84,0.08,1.51,7.8
INV-100150,C,Leeds,Member,Female,Frozen Foods,16.18,9,7.28,152.9,12/04/2025,18:04:02,Mobile Wallet,145.62,0.11,16.02,5.7
INV-100151,B,Salford,Normal,Female,Dairy & Eggs,2.44,1,0.12,2.56,24/01/2025,14:14:43,Debit Card,2.44,0.08,0.2,5.3
INV-100152,B,Salford,Member,Male,Personal Care,6.41,2,0.64,13.46,09/11/2025,11:26:45,Cash,12.82,0.2,2.56,6.5
INV-100153,A,Manchester,Normal,Male,Frozen Foods,18.59,12,11.15,234.23,01/08/2025,15:29:13,Credit Card,223.08,0.11,24.54,6.6
INV-100154,B,Salford,Normal,Male,Beverages,6.92,3,1.04,21.8,11/09/2025,10:53:52,Debit Card,20.76,0.12,2.49,7.5
INV-100155,D,Bradford,Member,Female,Fresh Produce,0.88,1,0.04,0.92,17/03/2025,15:30:37,Credit Card,0.88,0.09,0.08,6.2
INV-100156,A,Manchester,Member,Female,Health & Wellness,34.3,7,12.01,252.11,06/08/2025,15:23:40,Cash,240.1,0.22,52.82,6.9
INV-100157,B,Salford,Normal,Female,Beverages,6.39,8,2.56,53.68,23/12/2025,10:32:32,Mobile Wallet,51.12,0.12,6.13,5.5
INV-100158,D,Bradford,Normal,Female,Fresh Produce,9.53,3,1.43,30.02,13/10/2025,21:25:45,Credit Card,28.59,0.09,2.57,7.6
INV-100159,B,Salford,Member,Female,Fresh Produce,12.27,2,1.23,25.77,22/08/2025,16:08:38,Mobile Wallet,24.54,0.09,2.21,7.7
INV-100160,B,Salford,Normal,Male,Health & Wellness,29.06,8,11.62,244.1,08/12/2025,18:46:58,Debit Card,232.48,0.22,51.15,8.7
INV-100161,C,Leeds,Member,Male,Snacks,5.93,4,1.19,24.91,10/11/2025,16:41:13,Debit Card,23.72,0.15,3.56,6.7
INV-100162,D,Bradford,Member,Male,Snacks,3.86,6,1.16,24.32,23/03/2025,16:18:54,Debit Card,23.16,0.15,3.47,8.8
INV-100163,D,Bradford,Normal,Male,Frozen Foods,11.75,5,2.94,61.69,13/05/2025,17:21:36,Debit Card,58.75,0.11,6.46,6.2
INV-100164,B,Salford,Normal,Male,Health & Wellness,18.97,1,0.95,19.92,24/09/2025,12:53:14,Credit Card,18.97,0.22,4.17,6.1
INV-100165,D,Bradford,Normal,Female,Baby Products,29.2,3,4.38,91.98,21/05/2025,14:19:59,Credit Card,87.6,0.16,14.02,4.8
INV-100166,D,Bradford,Member,Female,Fresh Produce,6.23,5,1.56,32.71,27/05/2025,14:35:01,Cash,31.15,0.09,2.8,8.4
INV-100167,B,Salford,Normal,Male,Bakery,6.78,9,3.05,64.07,21/06/2025,17:39:20,Credit Card,61.02,0.1,6.1,6.9
INV-100168,C,Leeds,Normal,Female,Bakery,7.82,3,1.17,24.63,12/03/2025,17:13:13,Debit Card,23.46,0.1,2.35,4.0
INV-100169,B,Salford,Member,Female,Health & Wellness,11.68,8,4.67,98.11,16/07/2025,15:24:19,Credit Card,93.44,0.22,20.56,7.4
INV-100170,B,Salford,Normal,Female,Snacks,4.32,3,0.65,13.61,02/02/2025,19:04:00,Credit Card,12.96,0.15,1.94,5.9
INV-100171,D,Bradford,Normal,Male,Baby Products,6.69,1,0.33,7.02,19/06/2025,14:29:40,Debit Card,6.69,0.16,1.07,7.0
INV-100172,D,Bradford,Member,Male,Beverages,8.39,11,4.61,96.9,01/02/2025,14:27:56,Credit Card,92.29,0.12,11.07,5.1
INV-100173,B,Salford,Member,Male,Fresh Produce,10.98,8,4.39,92.23,19/07/2025,19:43:58,Debit Card,87.84,0.09,7.91,8.1
INV-100174,A,Manchester,Member,Male,Dairy & Eggs,8.38,2,0.84,17.6,02/09/2025,10:00:54,Credit Card,16.76,0.08,1.34,6.3
INV-100175,A,Manchester,Member,Male,Fresh Produce,7.28,1,0.36,7.64,02/06/2025,21:23:58,Cash,7.28,0.09,0.66,6.4
INV-100176,D,Bradford,Member,Male,Dairy & Eggs,3.1,11,1.71,35.81,03/10/2025,12:42:49,Debit Card,34.1,0.08,2.73,7.2
INV-100177,B,Salford,Member,Male,Beverages,10.88,3,1.63,34.27,23/04/2025,21:00:54,Debit Card,32.64,0.12,3.92,4.7
INV-100178,C,Leeds,Normal,Male,Snacks,5.59,2,0.56,11.74,06/09/2025,19:25:42,Debit Card,11.18,0.15,1.68,6.4
INV-100179,A,Manchester,Normal,Male,Personal Care,24.59,7,8.61,180.74,22/06/2025,18:03:32,Cash,172.13,0.2,34.43,8.6
INV-100180,D,Bradford,Normal,Female,Frozen Foods,12.59,6,3.78,79.32,28/08/2025,11:05:08,Credit Card,75.54,0.11,8.31,6.2
INV-100181,B,Salford,Member,Female,Beverages,10.71,8,4.28,89.96,21/07/2025,15:33:17,Mobile Wallet,85.68,0.12,10.28,7.3
INV-100182,A,Manchester,Normal,Female,Household,13.05,8,5.22,109.62,26/11/2025,16:24:20,Cash,104.4,0.18,18.79,5.4
INV-100183,D,Bradford,Member,Female,Frozen Foods,7.83,6,2.35,49.33,25/08/2025,16:34:43,Debit Card,46.98,0.11,5.17,5.4
